"","municipality_code","accident_severity_category_fr","tot_accident_municipality","tot_accident_severity_category"
"705",979,"accident avec blessés légers",13,12
"706",980,"accident avec blessés légers",1,1
"707",981,"accident avec blessés graves",32,1
"708",981,"accident avec blessés légers",32,31
"709",982,"accident avec blessés graves",1,1
"710",983,"accident avec blessés graves",11,1
"711",983,"accident avec blessés légers",11,10
"712",985,"accident avec blessés légers",2,2
"713",987,"accident avec blessés légers",2,2
"714",988,"accident avec blessés légers",5,5
"715",989,"accident avec blessés graves",1,1
"716",992,"accident avec blessés légers",5,5
"717",995,"accident avec blessés légers",25,25
"718",1001,"accident avec blessés graves",2,1
"719",1001,"accident avec blessés légers",2,1
"720",1002,"accident avec blessés graves",10,1
"721",1002,"accident avec blessés légers",10,9
"722",1004,"accident avec blessés graves",5,3
"723",1004,"accident avec blessés légers",5,2
"724",1005,"accident avec blessés graves",5,2
"725",1005,"accident avec blessés légers",5,3
"726",1008,"accident avec blessés légers",8,8
"727",1009,"accident avec blessés graves",7,1
"728",1009,"accident avec blessés légers",7,6
"729",1010,"accident avec tués",8,2
"730",1010,"accident avec blessés graves",8,1
"731",1010,"accident avec blessés légers",8,5
"732",1021,"accident avec blessés graves",3,1
"733",1021,"accident avec blessés légers",3,2
"734",1023,"accident avec blessés graves",9,1
"735",1023,"accident avec blessés légers",9,8
"736",1024,"accident avec blessés graves",88,9
"737",1024,"accident avec blessés légers",88,79
"738",1025,"accident avec blessés graves",2,1
"739",1025,"accident avec blessés légers",2,1
"740",1026,"accident avec blessés graves",18,3
"741",1026,"accident avec blessés légers",18,15
"742",1030,"accident avec blessés graves",16,3
"743",1030,"accident avec blessés légers",16,13
"744",1031,"accident avec blessés graves",22,9
"745",1031,"accident avec blessés légers",22,13
"746",1032,"accident avec blessés graves",5,1
"747",1032,"accident avec blessés légers",5,4
"748",1033,"accident avec blessés graves",13,3
"749",1033,"accident avec blessés légers",13,10
"750",1037,"accident avec blessés graves",8,1
"751",1037,"accident avec blessés légers",8,7
"752",1039,"accident avec blessés graves",4,2
"753",1039,"accident avec blessés légers",4,2
"754",1040,"accident avec blessés graves",29,3
"755",1040,"accident avec blessés légers",29,26
"756",1041,"accident avec blessés graves",3,1
"757",1041,"accident avec blessés légers",3,2
"758",1051,"accident avec blessés graves",6,2
"759",1051,"accident avec blessés légers",6,4
"760",1052,"accident avec blessés graves",20,3
"761",1052,"accident avec blessés légers",20,17
"762",1053,"accident avec blessés légers",6,6
"763",1054,"accident avec blessés graves",46,9
"764",1054,"accident avec blessés légers",46,37
"765",1055,"accident avec blessés graves",4,1
"766",1055,"accident avec blessés légers",4,3
"767",1056,"accident avec blessés graves",4,1
"768",1056,"accident avec blessés légers",4,3
"769",1058,"accident avec blessés graves",24,7
"770",1058,"accident avec blessés légers",24,17
"771",1059,"accident avec blessés graves",50,9
"772",1059,"accident avec blessés légers",50,41
"773",1061,"accident avec tués",245,1
"774",1061,"accident avec blessés graves",245,39
"775",1061,"accident avec blessés légers",245,205
"776",1062,"accident avec blessés graves",13,2
"777",1062,"accident avec blessés légers",13,11
"778",1063,"accident avec blessés graves",9,1
"779",1063,"accident avec blessés légers",9,8
"780",1064,"accident avec blessés graves",1,1
"781",1065,"accident avec blessés légers",16,16
"782",1066,"accident avec blessés graves",5,1
"783",1066,"accident avec blessés légers",5,4
"784",1067,"accident avec blessés légers",3,3
"785",1068,"accident avec blessés légers",4,4
"786",1069,"accident avec blessés graves",9,1
"787",1069,"accident avec blessés légers",9,8
"788",1081,"accident avec blessés graves",10,3
"789",1081,"accident avec blessés légers",10,7
"790",1082,"accident avec blessés graves",2,2
"791",1083,"accident avec tués",8,1
"792",1083,"accident avec blessés graves",8,1
"793",1083,"accident avec blessés légers",8,6
"794",1084,"accident avec tués",4,1
"795",1084,"accident avec blessés graves",4,1
"796",1084,"accident avec blessés légers",4,2
"797",1085,"accident avec blessés légers",2,2
"798",1086,"accident avec blessés graves",3,1
"799",1086,"accident avec blessés légers",3,2
"800",1088,"accident avec tués",4,1
"801",1088,"accident avec blessés graves",4,1
"802",1088,"accident avec blessés légers",4,2
"803",1089,"accident avec blessés graves",13,1
"804",1089,"accident avec blessés légers",13,12
"805",1091,"accident avec blessés légers",1,1
"806",1093,"accident avec blessés graves",15,4
"807",1093,"accident avec blessés légers",15,11
"808",1094,"accident avec blessés graves",5,1
"809",1094,"accident avec blessés légers",5,4
"810",1095,"accident avec blessés légers",5,5
"811",1097,"accident avec blessés légers",9,9
"812",1098,"accident avec tués",17,1
"813",1098,"accident avec blessés graves",17,7
"814",1098,"accident avec blessés légers",17,9
"815",1099,"accident avec blessés graves",15,3
"816",1099,"accident avec blessés légers",15,12
"817",1100,"accident avec blessés légers",2,2
"818",1102,"accident avec blessés graves",13,3
"819",1102,"accident avec blessés légers",13,10
"820",1103,"accident avec blessés graves",34,6
"821",1103,"accident avec blessés légers",34,28
"822",1104,"accident avec blessés graves",11,2
"823",1104,"accident avec blessés légers",11,9
"824",1107,"accident avec blessés graves",6,1
"825",1107,"accident avec blessés légers",6,5
"826",1121,"accident avec blessés légers",2,2
"827",1122,"accident avec blessés légers",1,1
"828",1123,"accident avec blessés légers",2,2
"829",1125,"accident avec blessés graves",20,6
"830",1125,"accident avec blessés légers",20,14
"831",1127,"accident avec blessés graves",3,1
"832",1127,"accident avec blessés légers",3,2
"833",1128,"accident avec blessés graves",7,2
"834",1128,"accident avec blessés légers",7,5
"835",1131,"accident avec blessés graves",2,1
"836",1131,"accident avec blessés légers",2,1
"837",1132,"accident avec blessés légers",2,2
"838",1135,"accident avec blessés graves",3,1
"839",1135,"accident avec blessés légers",3,2
"840",1136,"accident avec blessés graves",9,1
"841",1136,"accident avec blessés légers",9,8
"842",1137,"accident avec blessés légers",3,3
"843",1139,"accident avec blessés légers",3,3
"844",1140,"accident avec blessés graves",12,1
"845",1140,"accident avec blessés légers",12,11
"846",1143,"accident avec blessés graves",13,4
"847",1143,"accident avec blessés légers",13,9
"848",1145,"accident avec blessés graves",2,1
"849",1145,"accident avec blessés légers",2,1
"850",1146,"accident avec blessés graves",1,1
"851",1147,"accident avec blessés graves",4,1
"852",1147,"accident avec blessés légers",4,3
"853",1150,"accident avec blessés graves",7,2
"854",1150,"accident avec blessés légers",7,5
"855",1151,"accident avec blessés graves",16,7
"856",1151,"accident avec blessés légers",16,9
"857",1201,"accident avec tués",29,2
"858",1201,"accident avec blessés graves",29,6
"859",1201,"accident avec blessés légers",29,21
"860",1202,"accident avec blessés graves",5,3
"861",1202,"accident avec blessés légers",5,2
"862",1203,"accident avec blessés légers",1,1
"863",1205,"accident avec blessés graves",3,1
"864",1205,"accident avec blessés légers",3,2
"865",1206,"accident avec blessés graves",7,1
"866",1206,"accident avec blessés légers",7,6
"867",1207,"accident avec blessés graves",8,1
"868",1207,"accident avec blessés légers",8,7
"869",1208,"accident avec blessés graves",7,2
"870",1208,"accident avec blessés légers",7,5
"871",1209,"accident avec blessés graves",7,2
"872",1209,"accident avec blessés légers",7,5
"873",1210,"accident avec blessés légers",1,1
"874",1211,"accident avec blessés légers",1,1
"875",1212,"accident avec blessés graves",5,1
"876",1212,"accident avec blessés légers",5,4
"877",1213,"accident avec blessés graves",11,3
"878",1213,"accident avec blessés légers",11,8
"879",1214,"accident avec blessés graves",5,2
"880",1214,"accident avec blessés légers",5,3
"881",1216,"accident avec blessés graves",6,1
"882",1216,"accident avec blessés légers",6,5
"883",1217,"accident avec blessés légers",5,5
"884",1218,"accident avec blessés graves",6,3
"885",1218,"accident avec blessés légers",6,3
"886",1219,"accident avec blessés graves",4,2
"887",1219,"accident avec blessés légers",4,2
"888",1220,"accident avec blessés graves",15,7
"889",1220,"accident avec blessés légers",15,8
"890",1301,"accident avec tués",25,1
"891",1301,"accident avec blessés graves",25,8
"892",1301,"accident avec blessés légers",25,16
"893",1311,"accident avec blessés graves",3,3
"894",1321,"accident avec blessés graves",10,3
"895",1321,"accident avec blessés légers",10,7
"896",1322,"accident avec blessés graves",30,4
"897",1322,"accident avec blessés légers",30,26
"898",1323,"accident avec blessés graves",10,1
"899",1323,"accident avec blessés légers",10,9
"900",1331,"accident avec blessés graves",17,3
"901",1331,"accident avec blessés légers",17,14
"902",1341,"accident avec blessés graves",16,3
"903",1341,"accident avec blessés légers",16,13
"904",1342,"accident avec blessés légers",3,3
"905",1343,"accident avec blessés légers",1,1
"906",1344,"accident avec tués",10,1
"907",1344,"accident avec blessés légers",10,9
"908",1345,"accident avec blessés graves",6,1
"909",1345,"accident avec blessés légers",6,5
"910",1346,"accident avec blessés graves",12,3
"911",1346,"accident avec blessés légers",12,9
"912",1347,"accident avec blessés graves",13,1
"913",1347,"accident avec blessés légers",13,12
"914",1348,"accident avec blessés graves",3,2
"915",1348,"accident avec blessés légers",3,1
"916",1349,"accident avec blessés graves",7,1
"917",1349,"accident avec blessés légers",7,6
"918",1361,"accident avec blessés graves",1,1
"919",1362,"accident avec tués",23,1
"920",1362,"accident avec blessés graves",23,3
"921",1362,"accident avec blessés légers",23,19
"922",1364,"accident avec blessés graves",15,1
"923",1364,"accident avec blessés légers",15,14
"924",1365,"accident avec blessés légers",2,2
"925",1367,"accident avec blessés graves",6,1
"926",1367,"accident avec blessés légers",6,5
"927",1370,"accident avec blessés légers",3,3
"928",1371,"accident avec blessés graves",4,1
"929",1371,"accident avec blessés légers",4,3
"930",1372,"accident avec blessés graves",31,4
"931",1372,"accident avec blessés légers",31,27
"932",1373,"accident avec blessés graves",8,1
"933",1373,"accident avec blessés légers",8,7
"934",1374,"accident avec blessés graves",1,1
"935",1375,"accident avec blessés légers",1,1
"936",1401,"accident avec blessés graves",7,2
"937",1401,"accident avec blessés légers",7,5
"938",1402,"accident avec tués",7,1
"939",1402,"accident avec blessés graves",7,2
"940",1402,"accident avec blessés légers",7,4
"941",1403,"accident avec blessés graves",7,3
"942",1403,"accident avec blessés légers",7,4
"943",1404,"accident avec blessés graves",6,1
"944",1404,"accident avec blessés légers",6,5
"945",1405,"accident avec blessés graves",9,1
"946",1405,"accident avec blessés légers",9,8
"947",1406,"accident avec tués",7,1
"948",1406,"accident avec blessés graves",7,3
"949",1406,"accident avec blessés légers",7,3
"950",1407,"accident avec tués",24,1
"951",1407,"accident avec blessés graves",24,5
"952",1407,"accident avec blessés légers",24,18
"953",1501,"accident avec tués",8,1
"954",1501,"accident avec blessés graves",8,4
"955",1501,"accident avec blessés légers",8,3
"956",1502,"accident avec tués",17,1
"957",1502,"accident avec blessés graves",17,4
"958",1502,"accident avec blessés légers",17,12
"959",1503,"accident avec blessés graves",4,2
"960",1503,"accident avec blessés légers",4,2
"961",1504,"accident avec blessés légers",2,2
"962",1505,"accident avec blessés graves",10,2
"963",1505,"accident avec blessés légers",10,8
"964",1506,"accident avec blessés graves",5,2
"965",1506,"accident avec blessés légers",5,3
"966",1507,"accident avec blessés graves",14,5
"967",1507,"accident avec blessés légers",14,9
"968",1508,"accident avec blessés graves",4,1
"969",1508,"accident avec blessés légers",4,3
"970",1509,"accident avec blessés graves",17,4
"971",1509,"accident avec blessés légers",17,13
"972",1510,"accident avec tués",13,1
"973",1510,"accident avec blessés graves",13,1
"974",1510,"accident avec blessés légers",13,11
"975",1511,"accident avec tués",6,1
"976",1511,"accident avec blessés graves",6,4
"977",1511,"accident avec blessés légers",6,1
"978",1630,"accident avec blessés graves",36,7
"979",1630,"accident avec blessés légers",36,29
"980",1631,"accident avec tués",23,2
"981",1631,"accident avec blessés graves",23,8
"982",1631,"accident avec blessés légers",23,13
"983",1632,"accident avec blessés graves",24,4
"984",1632,"accident avec blessés légers",24,20
"985",1701,"accident avec blessés graves",49,12
"986",1701,"accident avec blessés légers",49,37
"987",1702,"accident avec blessés graves",40,11
"988",1702,"accident avec blessés légers",40,29
"989",1703,"accident avec blessés graves",26,9
"990",1703,"accident avec blessés légers",26,17
"991",1704,"accident avec blessés graves",13,5
"992",1704,"accident avec blessés légers",13,8
"993",1705,"accident avec blessés légers",6,6
"994",1706,"accident avec blessés graves",24,6
"995",1706,"accident avec blessés légers",24,18
"996",1707,"accident avec blessés graves",26,10
"997",1707,"accident avec blessés légers",26,16
"998",1708,"accident avec blessés graves",14,2
"999",1708,"accident avec blessés légers",14,12
"1000",1709,"accident avec tués",14,1
"1001",1709,"accident avec blessés graves",14,3
"1002",1709,"accident avec blessés légers",14,10
"1003",1710,"accident avec blessés graves",7,4
"1004",1710,"accident avec blessés légers",7,3
"1005",1711,"accident avec tués",70,1
"1006",1711,"accident avec blessés graves",70,17
"1007",1711,"accident avec blessés légers",70,52
"1008",2011,"accident avec blessés graves",2,1
"1009",2011,"accident avec blessés légers",2,1
"1010",2022,"accident avec blessés légers",3,3
"1011",2025,"accident avec blessés légers",2,2
"1012",2029,"accident avec blessés graves",3,1
"1013",2029,"accident avec blessés légers",3,2
"1014",2035,"accident avec blessés légers",1,1
"1015",2041,"accident avec blessés légers",2,2
"1016",2043,"accident avec blessés légers",3,3
"1017",2044,"accident avec blessés graves",2,1
"1018",2044,"accident avec blessés légers",2,1
"1019",2045,"accident avec blessés légers",1,1
"1020",2050,"accident avec blessés légers",1,1
"1021",2051,"accident avec blessés légers",1,1
"1022",2053,"accident avec blessés graves",10,2
"1023",2053,"accident avec blessés légers",10,8
"1024",2054,"accident avec blessés graves",11,3
"1025",2054,"accident avec blessés légers",11,8
"1026",2055,"accident avec tués",6,1
"1027",2055,"accident avec blessés graves",6,3
"1028",2055,"accident avec blessés légers",6,2
"1029",2063,"accident avec blessés graves",1,1
"1030",2068,"accident avec blessés graves",3,1
"1031",2068,"accident avec blessés légers",3,2
"1032",2086,"accident avec blessés graves",1,1
"1033",2087,"accident avec blessés graves",1,1
"1034",2096,"accident avec blessés graves",8,2
"1035",2096,"accident avec blessés légers",8,6
"1036",2097,"accident avec blessés graves",8,2
"1037",2097,"accident avec blessés légers",8,6
"1038",2099,"accident avec blessés légers",2,2
"1039",2102,"accident avec blessés graves",5,1
"1040",2102,"accident avec blessés légers",5,4
"1041",2113,"accident avec blessés graves",2,1
"1042",2113,"accident avec blessés légers",2,1
"1043",2115,"accident avec blessés légers",2,2
"1044",2117,"accident avec blessés graves",6,2
"1045",2117,"accident avec blessés légers",6,4
"1046",2121,"accident avec blessés graves",5,2
"1047",2121,"accident avec blessés légers",5,3
"1048",2122,"accident avec blessés graves",7,3
"1049",2122,"accident avec blessés légers",7,4
"1050",2123,"accident avec blessés graves",1,1
"1051",2124,"accident avec blessés graves",9,2
"1052",2124,"accident avec blessés légers",9,7
"1053",2125,"accident avec tués",42,1
"1054",2125,"accident avec blessés graves",42,13
"1055",2125,"accident avec blessés légers",42,28
"1056",2129,"accident avec tués",2,1
"1057",2129,"accident avec blessés légers",2,1
"1058",2130,"accident avec blessés graves",3,1
"1059",2130,"accident avec blessés légers",3,2
"1060",2131,"accident avec blessés légers",2,2
"1061",2135,"accident avec blessés graves",4,2
"1062",2135,"accident avec blessés légers",4,2
"1063",2137,"accident avec blessés légers",1,1
"1064",2138,"accident avec blessés graves",5,1
"1065",2138,"accident avec blessés légers",5,4
"1066",2140,"accident avec blessés graves",8,4
"1067",2140,"accident avec blessés légers",8,4
"1068",2145,"accident avec blessés graves",1,1
"1069",2147,"accident avec blessés graves",1,1
"1070",2148,"accident avec blessés graves",11,2
"1071",2148,"accident avec blessés légers",11,9
"1072",2149,"accident avec blessés graves",4,2
"1073",2149,"accident avec blessés légers",4,2
"1074",2152,"accident avec blessés graves",2,1
"1075",2152,"accident avec blessés légers",2,1
"1076",2155,"accident avec blessés graves",13,4
"1077",2155,"accident avec blessés légers",13,9
"1078",2160,"accident avec blessés légers",3,3
"1079",2162,"accident avec blessés graves",6,2
"1080",2162,"accident avec blessés légers",6,4
"1081",2163,"accident avec blessés graves",2,2
"1082",2174,"accident avec blessés légers",1,1
"1083",2175,"accident avec blessés graves",4,1
"1084",2175,"accident avec blessés légers",4,3
"1085",2183,"accident avec blessés graves",2,1
"1086",2183,"accident avec blessés légers",2,1
"1087",2186,"accident avec blessés graves",3,1
"1088",2186,"accident avec blessés légers",3,2
"1089",2196,"accident avec blessés graves",53,14
"1090",2196,"accident avec blessés légers",53,39
"1091",2197,"accident avec blessés graves",11,3
"1092",2197,"accident avec blessés légers",11,8
"1093",2198,"accident avec blessés légers",10,10
"1094",2206,"accident avec blessés graves",12,6
"1095",2206,"accident avec blessés légers",12,6
"1096",2208,"accident avec blessés graves",7,1
"1097",2208,"accident avec blessés légers",7,6
"1098",2211,"accident avec blessés graves",3,1
"1099",2211,"accident avec blessés légers",3,2
"1100",2216,"accident avec blessés légers",2,2
"1101",2220,"accident avec blessés graves",3,1
"1102",2220,"accident avec blessés légers",3,2
"1103",2228,"accident avec blessés graves",16,3
"1104",2228,"accident avec blessés légers",16,13
"1105",2233,"accident avec blessés graves",13,5
"1106",2233,"accident avec blessés légers",13,8
"1107",2234,"accident avec blessés légers",4,4
"1108",2235,"accident avec blessés graves",3,1
"1109",2235,"accident avec blessés légers",3,2
"1110",2236,"accident avec blessés graves",13,3
"1111",2236,"accident avec blessés légers",13,10
"1112",2237,"accident avec blessés graves",3,2
"1113",2237,"accident avec blessés légers",3,1
"1114",2238,"accident avec blessés graves",2,1
"1115",2238,"accident avec blessés légers",2,1
"1116",2239,"accident avec blessés graves",4,1
"1117",2239,"accident avec blessés légers",4,3
"1118",2250,"accident avec blessés légers",1,1
"1119",2254,"accident avec blessés graves",10,3
"1120",2254,"accident avec blessés légers",10,7
"1121",2257,"accident avec blessés légers",1,1
"1122",2262,"accident avec blessés graves",7,2
"1123",2262,"accident avec blessés légers",7,5
"1124",2265,"accident avec blessés légers",7,7
"1125",2272,"accident avec blessés légers",3,3
"1126",2274,"accident avec blessés légers",1,1
"1127",2275,"accident avec blessés graves",28,9
"1128",2275,"accident avec blessés légers",28,19
"1129",2276,"accident avec blessés graves",4,1
"1130",2276,"accident avec blessés légers",4,3
"1131",2278,"accident avec blessés légers",1,1
"1132",2284,"accident avec blessés graves",3,1
"1133",2284,"accident avec blessés légers",3,2
"1134",2292,"accident avec blessés graves",1,1
"1135",2293,"accident avec blessés graves",15,3
"1136",2293,"accident avec blessés légers",15,12
"1137",2294,"accident avec blessés graves",4,1
"1138",2294,"accident avec blessés légers",4,3
"1139",2295,"accident avec blessés graves",7,1
"1140",2295,"accident avec blessés légers",7,6
"1141",2296,"accident avec tués",3,1
"1142",2296,"accident avec blessés graves",3,1
"1143",2296,"accident avec blessés légers",3,1
"1144",2299,"accident avec tués",7,2
"1145",2299,"accident avec blessés graves",7,1
"1146",2299,"accident avec blessés légers",7,4
"1147",2300,"accident avec blessés légers",1,1
"1148",2301,"accident avec blessés graves",2,2
"1149",2303,"accident avec blessés légers",1,1
"1150",2304,"accident avec blessés légers",1,1
"1151",2305,"accident avec blessés graves",3,1
"1152",2305,"accident avec blessés légers",3,2
"1153",2306,"accident avec blessés graves",11,4
"1154",2306,"accident avec blessés légers",11,7
"1155",2307,"accident avec blessés graves",1,1
"1156",2309,"accident avec blessés graves",14,1
"1157",2309,"accident avec blessés légers",14,13
"1158",2321,"accident avec blessés légers",1,1
"1159",2325,"accident avec tués",22,1
"1160",2325,"accident avec blessés graves",22,2
"1161",2325,"accident avec blessés légers",22,19
"1162",2328,"accident avec blessés légers",1,1
"1163",2333,"accident avec blessés légers",2,2
"1164",2335,"accident avec blessés légers",1,1
"1165",2336,"accident avec blessés graves",4,2
"1166",2336,"accident avec blessés légers",4,2
"1167",2337,"accident avec blessés légers",1,1
"1168",2338,"accident avec blessés graves",4,1
"1169",2338,"accident avec blessés légers",4,3
"1170",2401,"accident avec blessés graves",24,2
"1171",2401,"accident avec blessés légers",24,22
"1172",2402,"accident avec blessés graves",10,1
"1173",2402,"accident avec blessés légers",10,9
"1174",2403,"accident avec blessés graves",9,3
"1175",2403,"accident avec blessés légers",9,6
"1176",2404,"accident avec tués",2,1
"1177",2404,"accident avec blessés graves",2,1
"1178",2405,"accident avec blessés légers",4,4
"1179",2406,"accident avec blessés légers",14,14
"1180",2407,"accident avec blessés légers",33,33
"1181",2408,"accident avec blessés légers",1,1
"1182",2421,"accident avec blessés légers",2,2
"1183",2422,"accident avec tués",13,1
"1184",2422,"accident avec blessés graves",13,2
"1185",2422,"accident avec blessés légers",13,10
"1186",2424,"accident avec blessés légers",1,1
"1187",2426,"accident avec blessés légers",3,3
"1188",2428,"accident avec blessés graves",4,2
"1189",2428,"accident avec blessés légers",4,2
"1190",2430,"accident avec blessés légers",1,1
"1191",2455,"accident avec blessés légers",4,4
"1192",2457,"accident avec blessés légers",6,6
"1193",2461,"accident avec blessés légers",2,2
"1194",2464,"accident avec blessés légers",3,3
"1195",2465,"accident avec blessés légers",4,4
"1196",2471,"accident avec blessés graves",1,1
"1197",2473,"accident avec blessés graves",18,2
"1198",2473,"accident avec blessés légers",18,16
"1199",2474,"accident avec blessés graves",2,1
"1200",2474,"accident avec blessés légers",2,1
"1201",2476,"accident avec blessés légers",1,1
"1202",2477,"accident avec blessés graves",3,1
"1203",2477,"accident avec blessés légers",3,2
"1204",2478,"accident avec blessés graves",6,1
"1205",2478,"accident avec blessés légers",6,5
"1206",2480,"accident avec blessés graves",3,3
"1207",2481,"accident avec blessés légers",1,1
"1208",2491,"accident avec blessés légers",3,3
"1209",2492,"accident avec blessés légers",1,1
"1210",2493,"accident avec blessés graves",2,1
"1211",2493,"accident avec blessés légers",2,1
"1212",2495,"accident avec blessés graves",10,2
"1213",2495,"accident avec blessés légers",10,8
"1214",2497,"accident avec blessés légers",2,2
"1215",2499,"accident avec blessés légers",3,3
"1216",2500,"accident avec tués",15,1
"1217",2500,"accident avec blessés graves",15,2
"1218",2500,"accident avec blessés légers",15,12
"1219",2501,"accident avec tués",1,1
"1220",2503,"accident avec blessés légers",3,3
"1221",2511,"accident avec blessés légers",2,2
"1222",2513,"accident avec blessés graves",28,4
"1223",2513,"accident avec blessés légers",28,24
"1224",2514,"accident avec blessés légers",1,1
"1225",2516,"accident avec blessés légers",14,14
"1226",2517,"accident avec blessés graves",28,1
"1227",2517,"accident avec blessés légers",28,27
"1228",2518,"accident avec blessés graves",2,1
"1229",2518,"accident avec blessés légers",2,1
"1230",2519,"accident avec blessés graves",7,2
"1231",2519,"accident avec blessés légers",7,5
"1232",2523,"accident avec blessés légers",1,1
"1233",2525,"accident avec blessés légers",13,13
"1234",2526,"accident avec blessés graves",5,1
"1235",2526,"accident avec blessés légers",5,4
"1236",2527,"accident avec blessés légers",9,9
"1237",2528,"accident avec blessés légers",7,7
"1238",2530,"accident avec blessés graves",1,1
"1239",2532,"accident avec blessés graves",6,1
"1240",2532,"accident avec blessés légers",6,5
"1241",2534,"accident avec blessés graves",30,2
"1242",2534,"accident avec blessés légers",30,28
"1243",2535,"accident avec tués",2,1
"1244",2535,"accident avec blessés graves",2,1
"1245",2541,"accident avec blessés légers",1,1
"1246",2542,"accident avec tués",11,1
"1247",2542,"accident avec blessés légers",11,10
"1248",2543,"accident avec blessés légers",6,6
"1249",2544,"accident avec blessés graves",1,1
"1250",2545,"accident avec blessés graves",17,2
"1251",2545,"accident avec blessés légers",17,15
"1252",2546,"accident avec tués",45,1
"1253",2546,"accident avec blessés graves",45,5
"1254",2546,"accident avec blessés légers",45,39
"1255",2547,"accident avec blessés légers",4,4
"1256",2548,"accident avec blessés légers",2,2
"1257",2550,"accident avec blessés légers",1,1
"1258",2554,"accident avec blessés graves",6,2
"1259",2554,"accident avec blessés légers",6,4
"1260",2555,"accident avec blessés graves",1,1
"1261",2556,"accident avec tués",8,1
"1262",2556,"accident avec blessés graves",8,3
"1263",2556,"accident avec blessés légers",8,4
"1264",2571,"accident avec blessés graves",5,1
"1265",2571,"accident avec blessés légers",5,4
"1266",2572,"accident avec blessés graves",6,2
"1267",2572,"accident avec blessés légers",6,4
"1268",2573,"accident avec blessés légers",7,7
"1269",2575,"accident avec tués",4,1
"1270",2575,"accident avec blessés graves",4,1
"1271",2575,"accident avec blessés légers",4,2
"1272",2576,"accident avec blessés graves",8,1
"1273",2576,"accident avec blessés légers",8,7
"1274",2578,"accident avec blessés graves",5,1
"1275",2578,"accident avec blessés légers",5,4
"1276",2579,"accident avec blessés graves",15,2
"1277",2579,"accident avec blessés légers",15,13
"1278",2580,"accident avec blessés graves",4,2
"1279",2580,"accident avec blessés légers",4,2
"1280",2581,"accident avec tués",33,1
"1281",2581,"accident avec blessés graves",33,3
"1282",2581,"accident avec blessés légers",33,29
"1283",2582,"accident avec blessés graves",5,1
"1284",2582,"accident avec blessés légers",5,4
"1285",2583,"accident avec blessés graves",7,3
"1286",2583,"accident avec blessés légers",7,4
"1287",2585,"accident avec blessés graves",4,1
"1288",2585,"accident avec blessés légers",4,3
"1289",2586,"accident avec tués",6,1
"1290",2586,"accident avec blessés graves",6,2
"1291",2586,"accident avec blessés légers",6,3
"1292",2601,"accident avec tués",36,2
"1293",2601,"accident avec blessés graves",36,4
"1294",2601,"accident avec blessés légers",36,30
"1295",2612,"accident avec blessés légers",1,1
"1296",2613,"accident avec tués",8,1
"1297",2613,"accident avec blessés graves",8,2
"1298",2613,"accident avec blessés légers",8,5
"1299",2614,"accident avec blessés légers",3,3
"1300",2615,"accident avec blessés légers",1,1
"1301",2617,"accident avec blessés légers",1,1
"1302",2618,"accident avec blessés graves",5,1
"1303",2618,"accident avec blessés légers",5,4
"1304",2619,"accident avec blessés légers",1,1
"1305",2621,"accident avec blessés graves",2,1
"1306",2621,"accident avec blessés légers",2,1
"1307",2622,"accident avec blessés légers",1,1
"1308",2701,"accident avec tués",282,5
"1309",2701,"accident avec blessés graves",282,103
"1310",2701,"accident avec blessés légers",282,174
"1311",2703,"accident avec blessés graves",19,8
"1312",2703,"accident avec blessés légers",19,11
"1313",2761,"accident avec tués",22,2
"1314",2761,"accident avec blessés graves",22,3
"1315",2761,"accident avec blessés légers",22,17
"1316",2762,"accident avec blessés graves",39,6
"1317",2762,"accident avec blessés légers",39,33
"1318",2763,"accident avec blessés graves",6,3
"1319",2763,"accident avec blessés légers",6,3
"1320",2765,"accident avec blessés graves",23,3
"1321",2765,"accident avec blessés légers",23,20
"1322",2766,"accident avec blessés graves",19,2
"1323",2766,"accident avec blessés légers",19,17
"1324",2767,"accident avec blessés graves",8,2
"1325",2767,"accident avec blessés légers",8,6
"1326",2768,"accident avec blessés graves",9,2
"1327",2768,"accident avec blessés légers",9,7
"1328",2769,"accident avec blessés graves",40,9
"1329",2769,"accident avec blessés légers",40,31
"1330",2770,"accident avec blessés graves",46,8
"1331",2770,"accident avec blessés légers",46,38
"1332",2771,"accident avec blessés graves",14,2
"1333",2771,"accident avec blessés légers",14,12
"1334",2773,"accident avec blessés graves",24,4
"1335",2773,"accident avec blessés légers",24,20
"1336",2775,"accident avec blessés graves",12,3
"1337",2775,"accident avec blessés légers",12,9
"1338",2785,"accident avec blessés graves",6,1
"1339",2785,"accident avec blessés légers",6,5
"1340",2786,"accident avec tués",4,1
"1341",2786,"accident avec blessés légers",4,3
"1342",2787,"accident avec blessés graves",4,1
"1343",2787,"accident avec blessés légers",4,3
"1344",2788,"accident avec blessés légers",3,3
"1345",2789,"accident avec blessés légers",1,1
"1346",2791,"accident avec blessés légers",1,1
"1347",2792,"accident avec blessés graves",3,1
"1348",2792,"accident avec blessés légers",3,2
"1349",2793,"accident avec blessés légers",8,8
"1350",2821,"accident avec blessés graves",8,1
"1351",2821,"accident avec blessés légers",8,7
"1352",2822,"accident avec blessés légers",2,2
"1353",2823,"accident avec blessés légers",2,2
"1354",2824,"accident avec blessés légers",2,2
"1355",2825,"accident avec blessés graves",10,1
"1356",2825,"accident avec blessés légers",10,9
"1357",2826,"accident avec blessés légers",1,1
"1358",2828,"accident avec blessés légers",2,2
